"STATION","NAME","DATE","PRCP","TMAX","TMIN"
"USC00310674","BELHAVEN 1 SE, NC US","1993-11-26","0.00","66","47"
"USC00310674","BELHAVEN 1 SE, NC US","1993-11-27","0.80","63","48"
"USC00310674","BELHAVEN 1 SE, NC US","1993-11-28","1.25","68","61"
"USC00310674","BELHAVEN 1 SE, NC US","1993-11-29","0.00","65","35"
"USC00310674","BELHAVEN 1 SE, NC US","1993-11-30","0.00","55","30"
"USC00310674","BELHAVEN 1 SE, NC US","1993-12-01","0.00","52","34"
"USC00310674","BELHAVEN 1 SE, NC US","1993-12-02","0.00","58","40"
"USC00310674","BELHAVEN 1 SE, NC US","1993-12-03","0.00","62","40"
"USC00310674","BELHAVEN 1 SE, NC US","1993-12-04","0.25","63","45"
"USC00310674","BELHAVEN 1 SE, NC US","1993-12-05","0.00","65","44"
"USC00310674","BELHAVEN 1 SE, NC US","1993-12-06","0.00","63","37"
"USC00310674","BELHAVEN 1 SE, NC US","1993-12-07","0.00","63","38"
"USC00310674","BELHAVEN 1 SE, NC US","1993-12-08","0.00","57","33"
"USC00310674","BELHAVEN 1 SE, NC US","1993-12-09","0.00","59","32"
"USC00310674","BELHAVEN 1 SE, NC US","1993-12-10","0.00","59","34"
"USC00310674","BELHAVEN 1 SE, NC US","1993-12-11","0.00","66","46"
"USC00310674","BELHAVEN 1 SE, NC US","1993-12-12","0.00","48","26"
"USC00310674","BELHAVEN 1 SE, NC US","1993-12-13","0.00","39","28"
"USC00310674","BELHAVEN 1 SE, NC US","1993-12-14","0.00","52","31"
"USC00310674","BELHAVEN 1 SE, NC US","1993-12-15","0.80","48","36"
"USC00310674","BELHAVEN 1 SE, NC US","1993-12-16","0.72","47","42"
"USC00310674","BELHAVEN 1 SE, NC US","1993-12-17","0.00","49","36"
"USC00310674","BELHAVEN 1 SE, NC US","1993-12-18","0.00","49","30"
"USC00310674","BELHAVEN 1 SE, NC US","1993-12-19","0.18","53","33"
"USC00310674","BELHAVEN 1 SE, NC US","1993-12-20","0.00","54","29"
"USC00310674","BELHAVEN 1 SE, NC US","1993-12-21","0.00","55","32"
"USC00310674","BELHAVEN 1 SE, NC US","1993-12-22","0.00","52","32"
"USC00310674","BELHAVEN 1 SE, NC US","1993-12-23","0.50","41","32"
"USC00310674","BELHAVEN 1 SE, NC US","1993-12-24","0.38","36","26"
"USC00310674","BELHAVEN 1 SE, NC US","1993-12-25","0.00","45","28"
"USC00310674","BELHAVEN 1 SE, NC US","1993-12-26","0.00","47","30"
"USC00310674","BELHAVEN 1 SE, NC US","1993-12-27","0.00","44","31"
"USC00310674","BELHAVEN 1 SE, NC US","1993-12-28","0.00","53","32"
"USC00310674","BELHAVEN 1 SE, NC US","1993-12-29","0.00","53","32"
"USC00310674","BELHAVEN 1 SE, NC US","1993-12-30","0.00","40","28"
"USC00310674","BELHAVEN 1 SE, NC US","1993-12-31","0.00","35","16"
"USC00310674","BELHAVEN 1 SE, NC US","1994-01-01","0.00","44","22"
"USC00310674","BELHAVEN 1 SE, NC US","1994-01-02","0.12","54","25"
"USC00310674","BELHAVEN 1 SE, NC US","1994-01-03","0.63","54","38"
"USC00310674","BELHAVEN 1 SE, NC US","1994-01-04","1.25","52","44"
"USC00310674","BELHAVEN 1 SE, NC US","1994-01-05","0.00","50","32"
"USC00310674","BELHAVEN 1 SE, NC US","1994-01-06","0.00","47","29"
"USC00310674","BELHAVEN 1 SE, NC US","1994-01-07","0.00","60","34"
"USC00310674","BELHAVEN 1 SE, NC US","1994-01-08","0.10","70","45"
"USC00310674","BELHAVEN 1 SE, NC US","1994-01-09","0.00","51","23"
"USC00310674","BELHAVEN 1 SE, NC US","1994-01-10","0.00","37","21"
"USC00310674","BELHAVEN 1 SE, NC US","1994-01-11","0.00","38","25"
"USC00310674","BELHAVEN 1 SE, NC US","1994-01-12","0.60","58","43"
"USC00310674","BELHAVEN 1 SE, NC US","1994-01-13","0.40","61","40"
"USC00310674","BELHAVEN 1 SE, NC US","1994-01-14","0.50","45","39"
"USC00310674","BELHAVEN 1 SE, NC US","1994-01-15","0.10","49","23"
"USC00310674","BELHAVEN 1 SE, NC US","1994-01-16","0.00","29","8"
"USC00310674","BELHAVEN 1 SE, NC US","1994-01-17","0.00","21","10"
"USC00310674","BELHAVEN 1 SE, NC US","1994-01-18","1.20","58","37"
"USC00310674","BELHAVEN 1 SE, NC US","1994-01-19","0.00","46","8"
"USC00310674","BELHAVEN 1 SE, NC US","1994-01-20","0.00","18","9"
"USC00310674","BELHAVEN 1 SE, NC US","1994-01-21","0.00","32","16"
"USC00310674","BELHAVEN 1 SE, NC US","1994-01-22","0.00","32","19"
"USC00310674","BELHAVEN 1 SE, NC US","1994-01-23","0.00","50","25"
"USC00310674","BELHAVEN 1 SE, NC US","1994-01-24","0.00","59","31"
"USC00310674","BELHAVEN 1 SE, NC US","1994-01-25","0.00","69","39"
"USC00310674","BELHAVEN 1 SE, NC US","1994-01-26","0.00","66","40"
"USC00310674","BELHAVEN 1 SE, NC US","1994-01-27","0.00","66","39"
"USC00310674","BELHAVEN 1 SE, NC US","1994-01-28","0.08","53","44"
"USC00310674","BELHAVEN 1 SE, NC US","1994-01-29","0.72","62","51"
"USC00310674","BELHAVEN 1 SE, NC US","1994-01-30","0.45","58","38"
"USC00310674","BELHAVEN 1 SE, NC US","1994-01-31","0.30","38","33"
"USC00310674","BELHAVEN 1 SE, NC US","1994-02-01","0.00","38","25"
"USC00310674","BELHAVEN 1 SE, NC US","1994-02-02","0.00","45","28"
"USC00310674","BELHAVEN 1 SE, NC US","1994-02-03","0.20","41","25"
"USC00310674","BELHAVEN 1 SE, NC US","1994-02-04","0.00","51","29"
"USC00310674","BELHAVEN 1 SE, NC US","1994-02-05","0.00","56","33"
"USC00310674","BELHAVEN 1 SE, NC US","1994-02-06","0.00","52","39"
"USC00310674","BELHAVEN 1 SE, NC US","1994-02-07","0.00","58","37"
"USC00310674","BELHAVEN 1 SE, NC US","1994-02-08","0.00","60","39"
"USC00310674","BELHAVEN 1 SE, NC US","1994-02-09","0.00","65","45"
"USC00310674","BELHAVEN 1 SE, NC US","1994-02-10","0.40","79","31"
"USC00310674","BELHAVEN 1 SE, NC US","1994-02-11","0.48","35","29"
"USC00310674","BELHAVEN 1 SE, NC US","1994-02-12","1.05","39","31"
"USC00310674","BELHAVEN 1 SE, NC US","1994-02-13","0.00","36","34"
"USC00310674","BELHAVEN 1 SE, NC US","1994-02-14","0.00","48","32"
"USC00310674","BELHAVEN 1 SE, NC US","1994-02-15","0.00","54","30"
"USC00310674","BELHAVEN 1 SE, NC US","1994-02-16","0.00","62","38"
"USC00310674","BELHAVEN 1 SE, NC US","1994-02-17","0.00","61","27"
"USC00310674","BELHAVEN 1 SE, NC US","1994-02-18","0.00","56","34"
"USC00310674","BELHAVEN 1 SE, NC US","1994-02-19","0.00","65","41"
"USC00310674","BELHAVEN 1 SE, NC US","1994-02-20","0.00","68","44"
"USC00310674","BELHAVEN 1 SE, NC US","1994-02-21","0.00","70","49"
"USC00310674","BELHAVEN 1 SE, NC US","1994-02-22","0.00","71","47"
"USC00310674","BELHAVEN 1 SE, NC US","1994-02-23","0.00","60","42"
"USC00310674","BELHAVEN 1 SE, NC US","1994-02-24","1.25","72","47"
"USC00310674","BELHAVEN 1 SE, NC US","1994-02-25","0.00","65","33"
"USC00310674","BELHAVEN 1 SE, NC US","1994-02-26","0.00","57","40"
"USC00310674","BELHAVEN 1 SE, NC US","1994-02-27","0.00","53","25"
"USC00310674","BELHAVEN 1 SE, NC US","1994-02-28","0.00","40","23"
"USC00310674","BELHAVEN 1 SE, NC US","1994-03-01","0.04","46","27"
"USC00310674","BELHAVEN 1 SE, NC US","1994-03-02","0.60","54","38"
"USC00310674","BELHAVEN 1 SE, NC US","1994-03-03","2.90","62","39"
"USC00310674","BELHAVEN 1 SE, NC US","1994-03-04","0.00","43","37"
"USC00310674","BELHAVEN 1 SE, NC US","1994-03-05","0.00","68","37"
"USC00310674","BELHAVEN 1 SE, NC US","1994-03-06","0.00","64","39"
"USC00310674","BELHAVEN 1 SE, NC US","1994-03-07","0.00","59","43"
"USC00310674","BELHAVEN 1 SE, NC US","1994-03-08","0.00","73","53"
"USC00310674","BELHAVEN 1 SE, NC US","1994-03-09","0.05","76","42"
"USC00310674","BELHAVEN 1 SE, NC US","1994-03-10","0.08","65","45"
"USC00310674","BELHAVEN 1 SE, NC US","1994-03-11","0.80","70","37"
"USC00310674","BELHAVEN 1 SE, NC US","1994-03-12","0.00","51","29"
"USC00310674","BELHAVEN 1 SE, NC US","1994-03-13","0.00","54","30"
"USC00310674","BELHAVEN 1 SE, NC US","1994-03-14","0.25","63","46"
"USC00310674","BELHAVEN 1 SE, NC US","1994-03-15","0.00","58","41"
"USC00310674","BELHAVEN 1 SE, NC US","1994-03-16","0.00","74","50"
"USC00310674","BELHAVEN 1 SE, NC US","1994-03-17","0.00","58","31"
"USC00310674","BELHAVEN 1 SE, NC US","1994-03-18","0.00","50","34"
"USC00310674","BELHAVEN 1 SE, NC US","1994-03-19","1.50","72","45"
"USC00310674","BELHAVEN 1 SE, NC US","1994-03-20","0.00","58","38"
"USC00310674","BELHAVEN 1 SE, NC US","1994-03-21","0.00","68","46"
"USC00310674","BELHAVEN 1 SE, NC US","1994-03-22","0.28","64","53"
"USC00310674","BELHAVEN 1 SE, NC US","1994-03-23","0.00","64","43"
"USC00310674","BELHAVEN 1 SE, NC US","1994-03-24","0.00","78","54"
"USC00310674","BELHAVEN 1 SE, NC US","1994-03-25","0.00","79","62"
"USC00310674","BELHAVEN 1 SE, NC US","1994-03-26","0.00","70","42"
"USC00310674","BELHAVEN 1 SE, NC US","1994-03-27","0.00","62","43"
"USC00310674","BELHAVEN 1 SE, NC US","1994-03-28","0.00","74","62"
"USC00310674","BELHAVEN 1 SE, NC US","1994-03-29","0.80","84","56"
"USC00310674","BELHAVEN 1 SE, NC US","1994-03-30","0.00","84","40"
"USC00310674","BELHAVEN 1 SE, NC US","1994-03-31","0.00","60","42"
"USC00310674","BELHAVEN 1 SE, NC US","1994-04-01","0.00","62","42"
"USC00310674","BELHAVEN 1 SE, NC US","1994-04-02","0.00","63","42"
"USC00310674","BELHAVEN 1 SE, NC US","1994-04-03","0.00","72","52"
"USC00310674","BELHAVEN 1 SE, NC US","1994-04-04","0.00","74","55"
"USC00310674","BELHAVEN 1 SE, NC US","1994-04-05","0.00","68","41"
"USC00310674","BELHAVEN 1 SE, NC US","1994-04-06","0.00","72","47"
"USC00310674","BELHAVEN 1 SE, NC US","1994-04-07","0.00","80","62"
"USC00310674","BELHAVEN 1 SE, NC US","1994-04-08","0.00","70","39"
"USC00310674","BELHAVEN 1 SE, NC US","1994-04-09","0.00","60","37"
"USC00310674","BELHAVEN 1 SE, NC US","1994-04-10","0.00","69","42"
"USC00310674","BELHAVEN 1 SE, NC US","1994-04-11","0.04","79","60"
"USC00310674","BELHAVEN 1 SE, NC US","1994-04-12","0.00","62","52"
"USC00310674","BELHAVEN 1 SE, NC US","1994-04-13","0.00","77","55"
"USC00310674","BELHAVEN 1 SE, NC US","1994-04-14","0.00","72","60"
"USC00310674","BELHAVEN 1 SE, NC US","1994-04-15","0.00","80","53"
"USC00310674","BELHAVEN 1 SE, NC US","1994-04-16","0.04","79","59"
"USC00310674","BELHAVEN 1 SE, NC US","1994-04-17","0.40","82","52"
"USC00310674","BELHAVEN 1 SE, NC US","1994-04-18","0.00","78","49"
"USC00310674","BELHAVEN 1 SE, NC US","1994-04-19","0.00","73","54"
"USC00310674","BELHAVEN 1 SE, NC US","1994-04-20","0.00","84","60"
"USC00310674","BELHAVEN 1 SE, NC US","1994-04-21","0.00","82","60"
"USC00310674","BELHAVEN 1 SE, NC US","1994-04-22","0.30","72","58"
"USC00310674","BELHAVEN 1 SE, NC US","1994-04-23","0.00","76","45"
"USC00310674","BELHAVEN 1 SE, NC US","1994-04-24","0.00","70","45"
"USC00310674","BELHAVEN 1 SE, NC US","1994-04-25","0.00","69","44"
"USC00310674","BELHAVEN 1 SE, NC US","1994-04-26","0.00","87","60"
"USC00310674","BELHAVEN 1 SE, NC US","1994-04-27","0.00","88","64"
"USC00310674","BELHAVEN 1 SE, NC US","1994-04-28","0.00","82","64"
"USC00310674","BELHAVEN 1 SE, NC US","1994-04-29","0.00","83","66"
"USC00310674","BELHAVEN 1 SE, NC US","1994-04-30","0.00","82","61"
"USC00310674","BELHAVEN 1 SE, NC US","1994-05-01","0.00","83","66"
"USC00310674","BELHAVEN 1 SE, NC US","1994-05-02","0.80","83","52"
"USC00310674","BELHAVEN 1 SE, NC US","1994-05-03","0.00","62","46"
"USC00310674","BELHAVEN 1 SE, NC US","1994-05-04","1.30","70","54"
"USC00310674","BELHAVEN 1 SE, NC US","1994-05-05","0.00","65","52"
"USC00310674","BELHAVEN 1 SE, NC US","1994-05-06","0.02","59","52"
"USC00310674","BELHAVEN 1 SE, NC US","1994-05-07","0.00","77","54"
"USC00310674","BELHAVEN 1 SE, NC US","1994-05-08","0.80","79","61"
"USC00310674","BELHAVEN 1 SE, NC US","1994-05-09","0.00","72","50"
"USC00310674","BELHAVEN 1 SE, NC US","1994-05-10","0.00","71","54"
"USC00310674","BELHAVEN 1 SE, NC US","1994-05-11","0.00","77","50"
"USC00310674","BELHAVEN 1 SE, NC US","1994-05-12","0.00","76","55"
"USC00310674","BELHAVEN 1 SE, NC US","1994-05-13","0.00","86","50"
"USC00310674","BELHAVEN 1 SE, NC US","1994-05-14","0.00","74","51"
"USC00310674","BELHAVEN 1 SE, NC US","1994-05-15","0.00","80","60"
"USC00310674","BELHAVEN 1 SE, NC US","1994-05-16","0.01","84","49"
"USC00310674","BELHAVEN 1 SE, NC US","1994-05-17","0.00","85","55"
"USC00310674","BELHAVEN 1 SE, NC US","1994-05-18","0.00","71","49"
"USC00310674","BELHAVEN 1 SE, NC US","1994-05-19","0.00","66","47"
"USC00310674","BELHAVEN 1 SE, NC US","1994-05-20","0.00","64","48"
"USC00310674","BELHAVEN 1 SE, NC US","1994-05-21","0.00","64","45"
"USC00310674","BELHAVEN 1 SE, NC US","1994-05-22","0.00","62","49"
"USC00310674","BELHAVEN 1 SE, NC US","1994-05-23","0.00","76","54"
"USC00310674","BELHAVEN 1 SE, NC US","1994-05-24","0.00","91","59"
"USC00310674","BELHAVEN 1 SE, NC US","1994-05-25","0.00","92","59"
"USC00310674","BELHAVEN 1 SE, NC US","1994-05-26","0.00","86","71"
"USC00310674","BELHAVEN 1 SE, NC US","1994-05-27","0.65","85","66"
"USC00310674","BELHAVEN 1 SE, NC US","1994-05-28","0.00","75","50"
"USC00310674","BELHAVEN 1 SE, NC US","1994-05-29","0.00","72","51"
"USC00310674","BELHAVEN 1 SE, NC US","1994-05-30","0.00","77","56"
"USC00310674","BELHAVEN 1 SE, NC US","1994-05-31","0.00","80","64"
"USC00310674","BELHAVEN 1 SE, NC US","1994-06-01","0.00","76","67"
"USC00310674","BELHAVEN 1 SE, NC US","1994-06-02","0.00","80","68"
"USC00310674","BELHAVEN 1 SE, NC US","1994-06-03","0.00","81","65"
"USC00310674","BELHAVEN 1 SE, NC US","1994-06-04","0.00","82","68"
"USC00310674","BELHAVEN 1 SE, NC US","1994-06-05","0.00","81","64"
"USC00310674","BELHAVEN 1 SE, NC US","1994-06-06","0.00","85","70"
"USC00310674","BELHAVEN 1 SE, NC US","1994-06-07","0.00","89","73"
"USC00310674","BELHAVEN 1 SE, NC US","1994-06-08","0.00","84","73"
"USC00310674","BELHAVEN 1 SE, NC US","1994-06-09","0.24","80","63"
"USC00310674","BELHAVEN 1 SE, NC US","1994-06-10","0.00","84","63"
"USC00310674","BELHAVEN 1 SE, NC US","1994-06-11","0.23","80","68"
"USC00310674","BELHAVEN 1 SE, NC US","1994-06-12","0.00","80","66"
"USC00310674","BELHAVEN 1 SE, NC US","1994-06-13","0.00","83","70"
"USC00310674","BELHAVEN 1 SE, NC US","1994-06-14","0.00","88","74"
"USC00310674","BELHAVEN 1 SE, NC US","1994-06-15","0.00","92","74"
"USC00310674","BELHAVEN 1 SE, NC US","1994-06-16","0.00","92","73"
"USC00310674","BELHAVEN 1 SE, NC US","1994-06-17","0.00","89","72"
"USC00310674","BELHAVEN 1 SE, NC US","1994-06-18","0.00","85","68"
"USC00310674","BELHAVEN 1 SE, NC US","1994-06-19","0.13","87","69"
"USC00310674","BELHAVEN 1 SE, NC US","1994-06-20","0.00","90","73"
"USC00310674","BELHAVEN 1 SE, NC US","1994-06-21","0.00","93","70"
"USC00310674","BELHAVEN 1 SE, NC US","1994-06-22","0.00","89","75"
"USC00310674","BELHAVEN 1 SE, NC US","1994-06-23","0.00","93","76"
"USC00310674","BELHAVEN 1 SE, NC US","1994-06-24","0.00","91","78"
"USC00310674","BELHAVEN 1 SE, NC US","1994-06-25","0.00","92","77"
"USC00310674","BELHAVEN 1 SE, NC US","1994-06-26","0.00","91","70"
"USC00310674","BELHAVEN 1 SE, NC US","1994-06-27","0.00","88","75"
"USC00310674","BELHAVEN 1 SE, NC US","1994-06-28","0.90","88","68"
"USC00310674","BELHAVEN 1 SE, NC US","1994-06-29","0.00","88","70"
"USC00310674","BELHAVEN 1 SE, NC US","1994-06-30","0.00","88","70"
"USC00310674","BELHAVEN 1 SE, NC US","1994-07-01","0.00","87","73"
"USC00310674","BELHAVEN 1 SE, NC US","1994-07-02","0.00","86","73"
"USC00310674","BELHAVEN 1 SE, NC US","1994-07-03","0.00","86","73"
"USC00310674","BELHAVEN 1 SE, NC US","1994-07-04","0.00","89","70"
"USC00310674","BELHAVEN 1 SE, NC US","1994-07-05","0.00","90","73"
"USC00310674","BELHAVEN 1 SE, NC US","1994-07-06","0.00","93","75"
"USC00310674","BELHAVEN 1 SE, NC US","1994-07-07","0.00","92","76"
"USC00310674","BELHAVEN 1 SE, NC US","1994-07-08","0.00","95","76"
"USC00310674","BELHAVEN 1 SE, NC US","1994-07-09","0.00","97","76"
"USC00310674","BELHAVEN 1 SE, NC US","1994-07-10","0.00","97","74"
"USC00310674","BELHAVEN 1 SE, NC US","1994-07-11","0.84","86","72"
"USC00310674","BELHAVEN 1 SE, NC US","1994-07-12","0.00","89","72"
"USC00310674","BELHAVEN 1 SE, NC US","1994-07-13","0.00","94","75"
"USC00310674","BELHAVEN 1 SE, NC US","1994-07-14","0.15","93","76"
"USC00310674","BELHAVEN 1 SE, NC US","1994-07-15","0.00","96","77"
"USC00310674","BELHAVEN 1 SE, NC US","1994-07-16","0.05","98","72"
"USC00310674","BELHAVEN 1 SE, NC US","1994-07-17","0.12","91","74"
"USC00310674","BELHAVEN 1 SE, NC US","1994-07-18","0.00","91","77"
"USC00310674","BELHAVEN 1 SE, NC US","1994-07-19","0.00","89","78"
"USC00310674","BELHAVEN 1 SE, NC US","1994-07-20","0.00","88","78"
"USC00310674","BELHAVEN 1 SE, NC US","1994-07-21","0.40","86","75"
"USC00310674","BELHAVEN 1 SE, NC US","1994-07-22","0.10","85","76"
"USC00310674","BELHAVEN 1 SE, NC US","1994-07-23","0.85","83","73"
"USC00310674","BELHAVEN 1 SE, NC US","1994-07-24","0.00","91","74"
"USC00310674","BELHAVEN 1 SE, NC US","1994-07-25","0.00","90","77"
"USC00310674","BELHAVEN 1 SE, NC US","1994-07-26","0.00","89","73"
"USC00310674","BELHAVEN 1 SE, NC US","1994-07-27","0.00","86","72"
"USC00310674","BELHAVEN 1 SE, NC US","1994-07-28","0.54","88","72"
"USC00310674","BELHAVEN 1 SE, NC US","1994-07-29","0.39","88","71"
"USC00310674","BELHAVEN 1 SE, NC US","1994-07-30","0.00","86","73"
"USC00310674","BELHAVEN 1 SE, NC US","1994-07-31","0.00","84","70"
"USC00310674","BELHAVEN 1 SE, NC US","1994-08-01","0.00","86","72"
"USC00310674","BELHAVEN 1 SE, NC US","1994-08-02","0.00","86","73"
"USC00310674","BELHAVEN 1 SE, NC US","1994-08-03","0.22","87","74"
"USC00310674","BELHAVEN 1 SE, NC US","1994-08-04","0.00","91","75"
"USC00310674","BELHAVEN 1 SE, NC US","1994-08-05","0.26","89","72"
"USC00310674","BELHAVEN 1 SE, NC US","1994-08-06","0.95","70","66"
"USC00310674","BELHAVEN 1 SE, NC US","1994-08-07","0.00","72","57"
"USC00310674","BELHAVEN 1 SE, NC US","1994-08-08","0.00","79","63"
"USC00310674","BELHAVEN 1 SE, NC US","1994-08-09","0.00","80","61"
"USC00310674","BELHAVEN 1 SE, NC US","1994-08-10","0.00","83","61"
"USC00310674","BELHAVEN 1 SE, NC US","1994-08-11","0.00","86","63"
"USC00310674","BELHAVEN 1 SE, NC US","1994-08-12","0.00","88","70"
"USC00310674","BELHAVEN 1 SE, NC US","1994-08-13","0.00","87","76"
"USC00310674","BELHAVEN 1 SE, NC US","1994-08-14","0.00","98","77"
"USC00310674","BELHAVEN 1 SE, NC US","1994-08-15","0.00","89","76"
"USC00310674","BELHAVEN 1 SE, NC US","1994-08-16","0.72","84","70"
"USC00310674","BELHAVEN 1 SE, NC US","1994-08-17","0.19","85","70"
"USC00310674","BELHAVEN 1 SE, NC US","1994-08-18","0.00","87","73"
"USC00310674","BELHAVEN 1 SE, NC US","1994-08-19","0.40","83","72"
"USC00310674","BELHAVEN 1 SE, NC US","1994-08-20","0.00","78","60"
"USC00310674","BELHAVEN 1 SE, NC US","1994-08-21","0.00","86","70"
"USC00310674","BELHAVEN 1 SE, NC US","1994-08-22","0.47","82","70"
"USC00310674","BELHAVEN 1 SE, NC US","1994-08-23","0.00","84","62"
"USC00310674","BELHAVEN 1 SE, NC US","1994-08-24","0.00","83","57"
"USC00310674","BELHAVEN 1 SE, NC US","1994-08-25","0.00","79","56"
"USC00310674","BELHAVEN 1 SE, NC US","1994-08-26","0.00","82","59"
"USC00310674","BELHAVEN 1 SE, NC US","1994-08-27","0.00","84","68"
"USC00310674","BELHAVEN 1 SE, NC US","1994-08-28","0.24","89","68"
"USC00310674","BELHAVEN 1 SE, NC US","1994-08-29","0.00","88","73"
"USC00310674","BELHAVEN 1 SE, NC US","1994-08-30","0.00","91","63"
"USC00310674","BELHAVEN 1 SE, NC US","1994-08-31","0.00","79","67"
"USC00310674","BELHAVEN 1 SE, NC US","1994-09-01","0.00","89","75"
"USC00310674","BELHAVEN 1 SE, NC US","1994-09-02","0.57","90","65"
"USC00310674","BELHAVEN 1 SE, NC US","1994-09-03","0.80","73","61"
"USC00310674","BELHAVEN 1 SE, NC US","1994-09-04","0.40","72","61"
"USC00310674","BELHAVEN 1 SE, NC US","1994-09-05","0.00","74","53"
"USC00310674","BELHAVEN 1 SE, NC US","1994-09-06","0.00","77","56"
"USC00310674","BELHAVEN 1 SE, NC US","1994-09-07","0.00","77","64"
"USC00310674","BELHAVEN 1 SE, NC US","1994-09-08","0.00","84","59"
"USC00310674","BELHAVEN 1 SE, NC US","1994-09-09","0.00","82","61"
"USC00310674","BELHAVEN 1 SE, NC US","1994-09-10","0.00","82","64"
"USC00310674","BELHAVEN 1 SE, NC US","1994-09-11","0.00","85","67"
"USC00310674","BELHAVEN 1 SE, NC US","1994-09-12","0.00","82","56"
"USC00310674","BELHAVEN 1 SE, NC US","1994-09-13","0.00","80","59"
"USC00310674","BELHAVEN 1 SE, NC US","1994-09-14","0.00","84","63"
"USC00310674","BELHAVEN 1 SE, NC US","1994-09-15","0.00","88","66"
"USC00310674","BELHAVEN 1 SE, NC US","1994-09-16","0.00","89","67"
"USC00310674","BELHAVEN 1 SE, NC US","1994-09-17","0.00","88","68"
"USC00310674","BELHAVEN 1 SE, NC US","1994-09-18","0.00","86","69"
"USC00310674","BELHAVEN 1 SE, NC US","1994-09-19","0.00","87","70"
"USC00310674","BELHAVEN 1 SE, NC US","1994-09-20","0.00","87","70"
"USC00310674","BELHAVEN 1 SE, NC US","1994-09-21","0.00","78","60"
"USC00310674","BELHAVEN 1 SE, NC US","1994-09-22","0.00","79","57"
"USC00310674","BELHAVEN 1 SE, NC US","1994-09-23","0.13","71","57"
"USC00310674","BELHAVEN 1 SE, NC US","1994-09-24","0.00","75","58"
"USC00310674","BELHAVEN 1 SE, NC US","1994-09-25","0.00","81","59"
"USC00310674","BELHAVEN 1 SE, NC US","1994-09-26","0.00","83","67"
"USC00310674","BELHAVEN 1 SE, NC US","1994-09-27","0.00","81","69"
"USC00310674","BELHAVEN 1 SE, NC US","1994-09-28","0.00","83","66"
"USC00310674","BELHAVEN 1 SE, NC US","1994-09-29","0.00","84","62"
"USC00310674","BELHAVEN 1 SE, NC US","1994-09-30","0.00","80","63"
"USC00310674","BELHAVEN 1 SE, NC US","1994-10-01","0.00","77","50"
"USC00310674","BELHAVEN 1 SE, NC US","1994-10-02","0.00","83","60"
"USC00310674","BELHAVEN 1 SE, NC US","1994-10-03","0.05","79","63"
"USC00310674","BELHAVEN 1 SE, NC US","1994-10-04","0.00","79","46"
"USC00310674","BELHAVEN 1 SE, NC US","1994-10-05","0.00","72","45"
"USC00310674","BELHAVEN 1 SE, NC US","1994-10-06","0.00","72","46"
"USC00310674","BELHAVEN 1 SE, NC US","1994-10-07","0.00","70","44"
"USC00310674","BELHAVEN 1 SE, NC US","1994-10-08","0.00","75","45"
"USC00310674","BELHAVEN 1 SE, NC US","1994-10-09","0.00","79","56"
"USC00310674","BELHAVEN 1 SE, NC US","1994-10-10","0.00","80","58"
"USC00310674","BELHAVEN 1 SE, NC US","1994-10-11","0.00","64","48"
"USC00310674","BELHAVEN 1 SE, NC US","1994-10-12","0.00","63","49"
"USC00310674","BELHAVEN 1 SE, NC US","1994-10-13","0.00","71","55"
"USC00310674","BELHAVEN 1 SE, NC US","1994-10-14","0.24","72","61"
"USC00310674","BELHAVEN 1 SE, NC US","1994-10-15","3.99","65","61"
"USC00310674","BELHAVEN 1 SE, NC US","1994-10-16","0.00","68","50"
"USC00310674","BELHAVEN 1 SE, NC US","1994-10-17","0.00","69","42"
"USC00310674","BELHAVEN 1 SE, NC US","1994-10-18","0.00","72","43"
"USC00310674","BELHAVEN 1 SE, NC US","1994-10-19","0.00","78","44"
"USC00310674","BELHAVEN 1 SE, NC US","1994-10-20","0.00","77","54"
"USC00310674","BELHAVEN 1 SE, NC US","1994-10-21","0.00","75","52"
"USC00310674","BELHAVEN 1 SE, NC US","1994-10-22","0.16","75","52"
"USC00310674","BELHAVEN 1 SE, NC US","1994-10-23","0.00","77","56"
"USC00310674","BELHAVEN 1 SE, NC US","1994-10-24","0.00","75","59"
"USC00310674","BELHAVEN 1 SE, NC US","1994-10-25","0.00","78","56"
"USC00310674","BELHAVEN 1 SE, NC US","1994-10-26","0.00","66","39"
"USC00310674","BELHAVEN 1 SE, NC US","1994-10-27","0.00","63","39"
"USC00310674","BELHAVEN 1 SE, NC US","1994-10-28","0.00","66","40"
"USC00310674","BELHAVEN 1 SE, NC US","1994-10-29","0.00","76","50"
"USC00310674","BELHAVEN 1 SE, NC US","1994-10-30","0.00","76","63"
"USC00310674","BELHAVEN 1 SE, NC US","1994-10-31","0.00","78","64"
"USC00310674","BELHAVEN 1 SE, NC US","1994-11-01","0.00","82","66"
"USC00310674","BELHAVEN 1 SE, NC US","1994-11-02","0.00","78","49"
"USC00310674","BELHAVEN 1 SE, NC US","1994-11-03","0.00","65","41"
"USC00310674","BELHAVEN 1 SE, NC US","1994-11-04","0.00","73","45"
"USC00310674","BELHAVEN 1 SE, NC US","1994-11-05","0.00","76","30"
"USC00310674","BELHAVEN 1 SE, NC US","1994-11-06","0.00","79","59"
"USC00310674","BELHAVEN 1 SE, NC US","1994-11-07","0.00","80","55"
"USC00310674","BELHAVEN 1 SE, NC US","1994-11-08","0.00","67","43"
"USC00310674","BELHAVEN 1 SE, NC US","1994-11-09","0.00","75","50"
